County,Notes,Date_of_Exposure,Timeframe,Location_Name,Address,City,State,Zip_Code,Guidance,Reported_By,Source,Location_Type,Monitor_for_Symptoms_Until,column14,column15,ObjectId,Status,Score,Match_addr,Addr_type,geometry,OBJECTID
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-08T04:00:00Z,Not specified,Easy Coin Laundry,1223 S Court St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Laundry Facility,2025-04-29T04:00:00Z,NA,NA,357,M,100,"1223 S Court St, Marion, Illinois, 62959",StreetAddress,"c(-9899923.9992, 4539708.9307)",357
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-09T04:00:00Z,Not specified,Easy Coin Laundry,1223 S Court St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Laundry Facility,2025-04-30T04:00:00Z,NA,NA,358,M,100,"1223 S Court St, Marion, Illinois, 62959",StreetAddress,"c(-9899923.9992, 4539708.9307)",358
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-10T04:00:00Z,Not specified,Easy Coin Laundry,1223 S Court St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Laundry Facility,2025-05-01T04:00:00Z,NA,NA,359,M,100,"1223 S Court St, Marion, Illinois, 62959",StreetAddress,"c(-9899923.9992, 4539708.9307)",359
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-11T04:00:00Z,Not specified,Easy Coin Laundry,1223 S Court St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Laundry Facility,2025-05-02T04:00:00Z,NA,NA,360,M,100,"1223 S Court St, Marion, Illinois, 62959",StreetAddress,"c(-9899923.9992, 4539708.9307)",360
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-12T04:00:00Z,Not specified,Easy Coin Laundry,1223 S Court St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Laundry Facility,2025-05-03T04:00:00Z,NA,NA,361,M,100,"1223 S Court St, Marion, Illinois, 62959",StreetAddress,"c(-9899923.9992, 4539708.9307)",361
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-13T04:00:00Z,Not specified,Easy Coin Laundry,1223 S Court St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Laundry Facility,2025-05-04T04:00:00Z,NA,NA,362,M,100,"1223 S Court St, Marion, Illinois, 62959",StreetAddress,"c(-9899923.9992, 4539708.9307)",362
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-14T04:00:00Z,Not specified,Easy Coin Laundry,1223 S Court St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Laundry Facility,2025-05-05T04:00:00Z,NA,NA,363,M,100,"1223 S Court St, Marion, Illinois, 62959",StreetAddress,"c(-9899923.9992, 4539708.9307)",363
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-15T04:00:00Z,Not specified,Easy Coin Laundry,1223 S Court St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Laundry Facility,2025-05-06T04:00:00Z,NA,NA,364,M,100,"1223 S Court St, Marion, Illinois, 62959",StreetAddress,"c(-9899923.9992, 4539708.9307)",364
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-07T04:00:00Z,Not specified,Kroger Grocery,1704 W Deyoung St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Grocery Store,2025-04-28T04:00:00Z,NA,NA,365,M,100,"1704 W Deyoung St, Marion, Illinois, 62959",PointAddress,"c(-9901386.8079, 4543147.6379)",365
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-08T04:00:00Z,Not specified,Kroger Grocery,1704 W Deyoung St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Grocery Store,2025-04-29T04:00:00Z,NA,NA,366,M,100,"1704 W Deyoung St, Marion, Illinois, 62959",PointAddress,"c(-9901386.8079, 4543147.6379)",366
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-09T04:00:00Z,Not specified,Kroger Grocery,1704 W Deyoung St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Grocery Store,2025-04-30T04:00:00Z,NA,NA,367,M,100,"1704 W Deyoung St, Marion, Illinois, 62959",PointAddress,"c(-9901386.8079, 4543147.6379)",367
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-10T04:00:00Z,Not specified,Kroger Grocery,1704 W Deyoung St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Grocery Store,2025-05-01T04:00:00Z,NA,NA,368,M,100,"1704 W Deyoung St, Marion, Illinois, 62959",PointAddress,"c(-9901386.8079, 4543147.6379)",368
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-11T04:00:00Z,Not specified,Kroger Grocery,1704 W Deyoung St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Grocery Store,2025-05-02T04:00:00Z,NA,NA,369,M,100,"1704 W Deyoung St, Marion, Illinois, 62959",PointAddress,"c(-9901386.8079, 4543147.6379)",369
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-12T04:00:00Z,Not specified,Kroger Grocery,1704 W Deyoung St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Grocery Store,2025-05-03T04:00:00Z,NA,NA,370,M,100,"1704 W Deyoung St, Marion, Illinois, 62959",PointAddress,"c(-9901386.8079, 4543147.6379)",370
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-13T04:00:00Z,Not specified,Kroger Grocery,1704 W Deyoung St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Grocery Store,2025-05-04T04:00:00Z,NA,NA,371,M,100,"1704 W Deyoung St, Marion, Illinois, 62959",PointAddress,"c(-9901386.8079, 4543147.6379)",371
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-14T04:00:00Z,Not specified,Kroger Grocery,1704 W Deyoung St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Grocery Store,2025-05-05T04:00:00Z,NA,NA,372,M,100,"1704 W Deyoung St, Marion, Illinois, 62959",PointAddress,"c(-9901386.8079, 4543147.6379)",372
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-15T04:00:00Z,Not specified,Kroger Grocery,1704 W Deyoung St,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Grocery Store,2025-05-06T04:00:00Z,NA,NA,373,M,100,"1704 W Deyoung St, Marion, Illinois, 62959",PointAddress,"c(-9901386.8079, 4543147.6379)",373
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-07T04:00:00Z,Not specified,Legacy Fitness,2500 Williamson County Pkwy,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Fitness Center,2025-04-28T04:00:00Z,NA,NA,374,M,100,"2500 Williamson County Pkwy, Marion, Illinois, 62959",PointAddress,"c(-9904031.2007, 4543928.9681)",374
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-08T04:00:00Z,Not specified,Legacy Fitness,2500 Williamson County Pkwy,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Fitness Center,2025-04-29T04:00:00Z,NA,NA,375,M,100,"2500 Williamson County Pkwy, Marion, Illinois, 62959",PointAddress,"c(-9904031.2007, 4543928.9681)",375
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-09T04:00:00Z,Not specified,Legacy Fitness,2500 Williamson County Pkwy,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Fitness Center,2025-04-30T04:00:00Z,NA,NA,376,M,100,"2500 Williamson County Pkwy, Marion, Illinois, 62959",PointAddress,"c(-9904031.2007, 4543928.9681)",376
Williamson,"In the wake of a confirmed case of measles in Southern Illinois, the Illinois Department of Public Health (IDPH) is releasing additional information about potential exposures to inform the public about what steps they should take.",2025-04-10T04:00:00Z,Not specified,Legacy Fitness,2500 Williamson County Pkwy,Marion,IL,62959,"Anyone who visited those locations during that time frame should be monitoring themselves for 21 days from the day they were potentially exposed for symptoms of measles, such as fever, cough, runny nose, pink-eye (conjunctivitis) and a rash that starts around the head/face and spreads through the rest of the body. The chances of infection are minimal for those who are immune to measles either from vaccination or prior infection. If anyone exposed starts exhibiting measles symptoms, they should notify their medical provider. If someone with measles symptoms needs to be seen in person by a health care professional, they should notify their provider or health facility in advance so appropriate precautions can be taken to avoid additional exposures or spread of the illness.

Health care providers are reminded to immediately contact their local health department to report any suspected cases of measles; the health department can assist providers with arranging for testing and additional steps as needed.

IDPH also reminds the general public to check on their vaccination status to make sure you are fully protected from measles. If you are not fully immune, but are eligible to get vaccinated, you should contact your provider or local health department to make arrangements to do so. Immunization remains the best protection against serious illness from measles and other communicable diseases.",Illinois Department of Public Health,https://dph.illinois.gov/resource-center/news/2025/april/release-20250424.html,Fitness Center,2025-05-01T04:00:00Z,NA,NA,377,M,100,"2500 Williamson County Pkwy, Marion, Illinois, 62959",PointAddress,"c(-9904031.2007, 4543928.9681)",377
